SR_NUM	INSPECT_ID	STREET	ADDRESS_2	APT_FLOOR	CITY	STATE	ZIP	CENSUS_TRACT	REQUEST_TYPE	PROPERTY_TYPE	NUM_UNITS	EMERGENCY_TYPE	INSPECTOR_ID
HCE-20160317-2168	158755	817 E WARRINGTON AVENUE 		2ND FL	PITTSBURGH	PA	15210	31803	Complaint Housing	PROPERTY TYPE N/A	0	NON EMERGENCY	46
HCE-20160107-1041	158924	7003  APPLE AVENUE 	A/ K/ A 7003 CHAUCER STREET		PITTSBURGH	PA	15206	31301	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	88
HCE-20160222-1985	158945	2706  WYLIE AVENUE 			PITTSBURGH	PA	15219	30501	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	4
HCE-20160202-1851	159006	206  FIFTH STREET 			DRAVOSBURG	PA	15034	54870	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	62
HCE-20160212-1931	159293	231  COAL VALLEY ROAD 			JEFFERSON HILLS	PA	15025	54915	Complaint Housing	PROPERTY TYPE N/A	0		62
HCE-20160314-2129	159528	1604  BRIGHTON PLACE 		Apt. 1	PITTSBURGH	PA	15212	32503	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	41
HCE-20151005-5875	159529	208  MCCOY ROAD 			STOWE TOWNSHIP	PA	15136	54621	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	41
HCE-20160311-2124	159530	951  FIRST STREET 			CORAOPOLIS	PA	15108	54508	Complaint Housing	PROPERTY TYPE N/A	0	NON EMERGENCY	41
HCE-20160225-2016	159587	2001  SAW MILL RUN BOULEVARD 		APT #1	PITTSBURGH	PA	15210	33207	Complaint Housing	MULTI FAMILY	5	NON EMERGENCY	113
HCE-20160225-2018	159588	2001  SAW MILL RUN BOULEVARD 		APT #3	PITTSBURGH	PA	15210	33207	Complaint Housing	MULTI FAMILY	5	NON EMERGENCY	113
HCE-20160211-1904	159592	925  HIGH STREET 			DUQUESNE	PA	15110	54869	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	113
HCE-20160211-1907	159593	641 S FIFTH STREET 			DUQUESNE	PA	15110	54869	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	113
HCE-20160211-1909	159594	603  CRAWFORD AVENUE 			DUQUESNE	PA	15110	54869	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	113
HCE-20160211-1915	159595	605  CRAWFORD AVENUE 			DUQUESNE	PA	15110	54869	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	113
HCE-20150420-3203	160714	1800  CONCORDIA STREET 			PITTSBURGH	PA	15210	32902	Complaint Housing	PROPERTY TYPE N/A	0	SEWAGE	46
HCE-20160602-3197	161388	214  OPHELIA STREET 			PITTSBURGH	PA	15213		Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	88
HCE-20160627-3426	161390	7914  FRANKSTOWN AVENUE 			PITTSBURGH	PA	15221	31306	Community Environment	VACANT PROPERTY	0	NON EMERGENCY	88
HCE-20160628-3449	161899	7812  ST LAWRENCE AVENUE 			SWISSVALE	PA	15218	55152	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	4
HCE-20160711-3547	161902	301  HAWKINS AVENUE 			NORTH BRADDOCK	PA	15104	55129	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	4
HCE-20160712-3563	161904	715  MERCER STREET 			PITTSBURGH	PA	15219	30305	Complaint Housing	MULTI FAMILY	50	NON EMERGENCY	4
HCE-20160622-3389	161909	331 E NINETH AVENUE 			HOMESTEAD	PA	15120	54838	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	4
HCE-20160707-3530	161910	1801  PACKER STREET 			MCKEESPORT	PA	15132	55523	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	4
HCE-20160310-2115	161927	206  SEVENTH STREET 			OAKMONT	PA	15139	55251	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	130
HCE-20160310-2116	161928	200  SEVENTH STREET 			OAKMONT	PA	15139	55251	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	130
HCE-20160718-3631	161929	67  FRAZIER AVENUE 			STOWE TOWNSHIP	PA	15136	54626	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	157
HCE-20151221-6530	161930	670  1ST STREET 		2ND FLOOR	BRADDOCK	PA	15104	55138	Complaint Housing	MULTI FAMILY	2	NO HEAT	130
HCE-20160413-2374	161969	8019  MARK DRIVE 			PENN HILLS	PA	15147	55650	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	130
HCE-20160718-3638	161997	403  CONCORD CIRCLE 			FINDLAY TOWNSHIP	PA	15126	54520	Complaint Housing	MULTI FAMILY	20	NON EMERGENCY	41
HCE-20160524-2742	161998	7825  NOBLESTOWN ROAD 			NORTH FAYETTE TOWNSHIP	PA	15057	54532	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	41
HCE-20160525-2753	161999	245  LOCUST STREET 	A K A: 258 HICKORY ST.		KENNEDY TOWNSHIP	PA	15136	54602	West Nile	SINGLE FAMILY	0	NON EMERGENCY	41
HCE-20160615-3330	162000	5601  WILKINS AVENUE 		APT 3	PITTSBURGH	PA	15217	31403	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	155
HCE-20160629-3465	162009	9914  GRANDVIEW AVENUE 			PENN HILLS	PA	15235	55651	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	83
HCE-20160209-1879	162025	1119  HODGKISS STREET 			PITTSBURGH	PA	15212	32715	Complaint Housing	SINGLE FAMILY	0	NO HEAT	18
HCE-20160721-3680	162027	208  LANGLEY AVENUE 			PITTSBURGH	PA	15214	32614	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	88
HCE-20160721-3681	162029	200  LANGLEY AVENUE 			PITTSBURGH	PA	15214	32614	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	88
HCE-20160427-2485	162030	2606  BARTOLD STREET 			PITTSBURGH	PA	15212	32704	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	18
HCE-20160701-3484	162033	2845  CALIFORNIA AVENUE 			PITTSBURGH	PA	15212	32715	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	18
HCE-20160701-3483	162034	2843  CALIFORNIA AVENUE 			PITTSBURGH	PA	15212	32715	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	18
HCE-20160524-2741	162037	422  KENYON STREET 			TURTLE CREEK	PA	15145	55094	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	130
HCE-20160420-2441	162040	3454  GASS AVENUE 			PITTSBURGH	PA	15212	32703	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	18
HCE-20160706-3504	162041	1318  WOODS RUN AVENUE 		APT. 1	PITTSBURGH	PA	15212	32703	Community Environment	MULTI FAMILY	0	NON EMERGENCY	18
HCE-20160606-3220	162044	934  GRAND AVENUE 			PITTSBURGH	PA	15212	32715	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	18
HCE-20160608-3252	162046	1704  MIDDLE STREET 		APT A	SHARPSBURG	PA	15215	54240	Complaint Housing	MULTI FAMILY	5	NON EMERGENCY	151
HCE-20160404-2288	162068	28  MIDWAY DRIVE 		APT D	WEST MIFFLIN	PA	15122	54882	Complaint Housing	PROPERTY TYPE N/A	0	NON EMERGENCY	151
HCE-20160722-3716	162079	2538  PENN AVENUE 			PITTSBURGH	PA	15222	30203	Community Environment	MULTI FAMILY	2	NON EMERGENCY	41
HCE-20150929-5793	162106	300  MONROEVILLE AVENUE 			TURTLE CREEK	PA	15145	55094	Complaint Housing	SINGLE FAMILY	0	SEWAGE	130
HCE-20160718-3624	162108	1301  MAPLE AVENUE 			TURTLE CREEK	PA	15145	55094	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	130
HCE-20160713-3586	162110	510  MERCER STREET 			TURTLE CREEK	PA	15145	55094	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	130
HCE-20160713-3582	162111	514  MERCER STREET 			TURTLE CREEK	PA	15145	55094	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	130
HCE-20160718-3627	162113	408  JAMES STREET 			TURTLE CREEK	PA	15145	55094	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	130
HCE-20150522-3891	155306	2301  ECCLES STREET 			PITTSBURGH	PA	15210	31608	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	2
HCE-20151001-5830	155335	1328  MAIN STREET 			SHARPSBURG	PA	15215	54240	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	2
HCE-20151020-6055	155464	2854  WEBSTER AVENUE 			PITTSBURGH	PA	15219	30501	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	4
HCE-20151023-6095	155465	2613  STEWART STREET 			MCKEESPORT	PA	15132	55523	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	4
HCE-20150512-3453	155648	743  MAYVILLE AVENUE 			PITTSBURGH	PA	15226	31917	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	113
HCE-20151103-6200	155649	638  SOUTHCREST COURT 		APT #4	PITTSBURGH	PA	15226	31917	Complaint Housing	MULTI FAMILY	4	NON EMERGENCY	113
HCE-20150921-5687	155650	523  MAYTIDE STREET 			PITTSBURGH	PA	15227	33204	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	113
HCE-20150721-4775	155651	2544  LIBRARY ROAD 			PITTSBURGH	PA	15234	33207	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	113
HCE-20151102-6181	155652	2558  PLAINVIEW AVENUE 			PITTSBURGH	PA	15226	31919	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	113
HCE-20150522-3900	155656	220  FIFTH STREET 			RANKIN	PA	15104	55140	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	113
HCE-20151026-6113	155700	1515  METHYL STREET 			PITTSBURGH	PA	15216	31916	Complaint Housing	SINGLE FAMILY	0	RATS	113
HCE-20150617-4235	155706	6 D  HAWKINS VILLAGE 			RANKIN	PA	15104	55140	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	113
HCE-20150924-5756	155764	2026 S EIGHTEENTH STREET 			PITTSBURGH	PA	15203	31706	Complaint Housing	PROPERTY TYPE N/A	0	NON EMERGENCY	2
HCE-20150527-3937	155845	337  JUCUNDA STREET 			PITTSBURGH	PA	15210	33001	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	2
HCE-20151109-6245	155925	152  FORTYFIFTH STREET 			PITTSBURGH	PA	15201	30901	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	88
HCE-20151229-6588	155932	254  MELWOOD AVENUE 			PITTSBURGH	PA	15213	30403	Complaint Housing	PROPERTY TYPE N/A	0	NON EMERGENCY	88
HCE-20150928-5780	156216	17-5K  HARRISON VILLAGE 			MCKEESPORT	PA	15132		Complaint Housing	MULTI FAMILY	0	NON EMERGENCY	4
HCE-20151123-6358	156217	1504  GRANDVIEW AVENUE 			NORTH BRADDOCK	PA	15104	55120	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	4
HCE-20141104-6673	156229	7912  BATAVIA STREET 			PITTSBURGH	PA	15221	31306	Community Environment	VACANT PROPERTY	0	NON EMERGENCY	88
HCE-20150716-4679	156267	181  47TH STREET 			PITTSBURGH	PA	15201	30901	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	1
HCE-20150223-2713	156268	1011  MILL STREET 		APT. 1	WILKINSBURG	PA	15221	55612	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	1
HCE-20150924-5749	156269	1746  PAUL COURT 			WILKINSBURG	PA	15221	55614	Complaint Housing	MULTI FAMILY	19	NON EMERGENCY	1
HCE-20150825-5380	156270	1501  MARLBORO AVENUE 			WILKINSBURG	PA	15221	55615	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	1
HCE-20150904-5519	157085	534  LARIMER AVENUE 			TURTLE CREEK	PA	15145		Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	130
HCE-20151127-6377	157446	910  3RD STREET 			MCKEES ROCKS	PA	15136	55739	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	88
HCE-20151127-6376	157447	912  3RD STREET 			MCKEES ROCKS	PA	15136	55739	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	88
HCE-20160105-1021	157450	3332  PORTOLA STREET 		APT 2	PITTSBURGH	PA	15214	32607	Complaint Housing	MULTI FAMILY	4	NO HEAT	88
HCE-20151223-6574	157490	407  FORT COUCH ROAD 			UPPER ST. CLAIR	PA	15241	54744	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	3
HCE-20160505-2550	160254	1021  WASHINGTON BOULEVARD 			PORT VUE	PA	15133	55003	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	62
HCE-20160428-2489	160378	182  CASTLE ROAD 			CASTLE SHANNON	PA	15234	54762	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	46
HCE-20160427-2476	160383	1211  BROWNSVILLE STREET 			PITTSBURGH	PA	15210	32901	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	46
HCE-20160420-2438	160384	309  KIRK AVENUE 			PITTSBURGH	PA	15227	32904	Complaint Housing	PROPERTY TYPE N/A	0	NON EMERGENCY	46
HCE-20160523-2727	160470	2831  PERRYSVILLE AVENUE 		APT 2	PITTSBURGH	PA	15214	32615	Complaint Housing	PROPERTY TYPE N/A	0	NON EMERGENCY	83
HCE-20160609-3265	160830	285  MOON CLINTON ROAD 		APT. 3	CORAOPOLIS	PA	15108	54516	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	41
HCE-20160613-3311	160902	3720  CENTER AVENUE 			WEST MIFFLIN	PA	15122	54881	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	155
HCE-20160609-3264	161013	911  FRANKLIN AVENUE 			WILKINSBURG	PA	15221	55606	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	62
HCE-20160715-3611	161243	135  MORGAN STREET 			BRACKENRIDGE	PA	15014	54020	Complaint Housing	PROPERTY TYPE N/A	0	NON EMERGENCY	4
HCE-20160609-3277	161263	4247  BRYN MAWR ROAD 			PITTSBURGH	PA	15219	30506	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	4
HCE-20150818-5273	155303	2421  PERRYSVILLE AVENUE 			PITTSBURGH	PA	15214	32614	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	88
HCE-20160517-2677	160181	29  MINOOKA STREET 		2ND FLOOR	PITTSBURGH	PA	15210	32901	Complaint Housing	MULTI FAMILY	2	NO WATER	46
HCE-20160513-2629	160289	843  DELAWARE AVENUE 			GLASSPORT	PA	15045		Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	62
HCE-20160513-2627	160290	816  DELAWARE AVENUE 			GLASSPORT	PA	15045		Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	62
HCE-20160422-2457	160297	399  LINCOLN HIGHWAY 			NORTH VERSAILLES TOWNSHIP	PA	15137	55041	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	15
HCE-20160425-2467	160298	448  WALL AVENUE 			WALL	PA	15148	55060	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	15
HCE-20160222-1987	160311	926  53RD STREET 			PITTSBURGH	PA	15201	31018	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	15
HCE-20160223-2000	160312	5517  BLACK STREET 			PITTSBURGH	PA	15206	31114	Community Environment	MULTI FAMILY	2	NON EMERGENCY	15
HCE-20160311-2121	160313	5321  ROSETTA STREET 			PITTSBURGH	PA	15224	31017	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	15
HCE-20160308-2094	160314	5523  STANTON AVENUE 			PITTSBURGH	PA	15206	31113	Community Environment	MULTI FAMILY	3	NON EMERGENCY	15
HCE-20160428-2488	160328	1009  EDWARD STREET 			NORTH VERSAILLES TOWNSHIP	PA	15137	55044	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	15
HCE-20160511-2607	160349	736  SIXTH AVENUE 			CORAOPOLIS	PA	15108	54508	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	41
HCE-20160513-2626	160458	743  VERMONT AVENUE 			GLASSPORT	PA	15045		Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	62
HCE-20160314-2131	160495	242  ZARA STREET 			PITTSBURGH	PA	15210	33001	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	46
HCE-20160413-2376	160528	822  HAWTHORNE DRIVE 			PENN HILLS	PA	15235	55651	West Nile	SINGLE FAMILY	0	NON EMERGENCY	86
HCE-20160516-2645	160532	2515  WEDGEMERE STREET 			PITTSBURGH	PA	15226	31919	West Nile	SINGLE FAMILY	0	NON EMERGENCY	86
HCE-20160601-3175	160533	2806-2812  MARY STREET 	A K A 2809 EDWARDS ST		PITTSBURGH	PA	15203	31608	West Nile	PROPERTY TYPE N/A	0	NON EMERGENCY	86
HCE-20150813-5192	160536	223  OAKBROOK CIRCLE 			PITTSBURGH	PA	15220		West Nile	SINGLE FAMILY	0	NON EMERGENCY	86
HCE-20160527-2773	160551	7935  ABER ROAD 			PENN HILLS	PA	15147	55650	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	155
HCE-20160301-2052	160585	210  DUNCAN STREET 			ELIZABETH TOWNSHIP	PA	15018	54965	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	62
HCE-20151105-6217	155793	6925 - 6927  MCPHERSON BOULEVARD 			PITTSBURGH	PA	15208	31405	Community Environment	MULTI FAMILY	2	NON EMERGENCY	130
HCE-20151222-6544	155803	6907  MCPHERSON BOULEVARD 			PITTSBURGH	PA	15208	31405	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	130
HCE-20151222-6545	155804	6909  MCPHERSON BOULEVARD 			PITTSBURGH	PA	15208	31405	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	130
HCE-20151222-6547	155805	6911-6913  MCPHERSON BOULEVARD 			PITTSBURGH	PA	15208	31405	Community Environment	MULTI FAMILY	2	NON EMERGENCY	130
HCE-20151222-6549	155807	6915- 6915 1/2 - 6917  MCPHERSON BOULEVARD 			PITTSBURGH	PA	15208	31405	Community Environment	MULTI FAMILY	4	NON EMERGENCY	130
HCE-20151222-6550	155808	6921  MCPHERSON BOULEVARD 			PITTSBURGH	PA	15208	31405	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	130
HCE-20151222-6551	155809	6923  MCPHERSON BOULEVARD 			PITTSBURGH	PA	15208	31405	Community Environment	MULTI FAMILY	2	NON EMERGENCY	130
HCE-20151222-6552	155810	6929  MCPHERSON BOULEVARD 			PITTSBURGH	PA	15208	31405	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	130
HCE-20151222-6553	155811	6931  MCPHERSON BOULEVARD 			PITTSBURGH	PA	15208	31405	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	130
HCE-20151222-6554	155812	6933  MCPHERSON BOULEVARD 			PITTSBURGH	PA	15208	31405	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	130
HCE-20151222-6555	155813	6935  MCPHERSON BOULEVARD 			PITTSBURGH	PA	15208	31405	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	130
HCE-20151222-6556	155814	6937  MCPHERSON BOULEVARD 			PITTSBURGH	PA	15208	31405	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	130
HCE-20151222-6557	155815	6939  MCPHERSON BOULEVARD 			PITTSBURGH	PA	15208	31405	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	130
HCE-20151222-6559	155816	6941  MCPHERSON BOULEVARD 			PITTSBURGH	PA	15208	31405	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	130
HCE-20151222-6560	155817	6943-6945  MCPHERSON BOULEVARD 			PITTSBURGH	PA	15208	31405	Community Environment	MULTI FAMILY	4	NON EMERGENCY	130
HCE-20151222-6561	155818	6947 & 6947 1/2  MCPHERSON BOULEVARD 			PITTSBURGH	PA	15208	31405	Community Environment	MULTI FAMILY	2	NON EMERGENCY	130
HCE-20151222-6562	155819	6949 & 6951  MCPHERSON BOULEVARD 			PITTSBURGH	PA	15208	31405	Community Environment	MULTI FAMILY	4	NON EMERGENCY	130
HCE-20151222-6563	155820	6955 & 6957  MCPHERSON BOULEVARD 			PITTSBURGH	PA	15208	31405	Community Environment	MULTI FAMILY	0	NON EMERGENCY	130
HCE-20151120-6335	156113	1020  PENN AVENUE 		APT 3	WILKINSBURG	PA	15221	55610	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	1
HCE-20151022-6076	156114	1008 - 1010  PENN AVENUE 			WILKINSBURG	PA	15221	55610	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	1
HCE-20151007-5912	156363	3045  PYRAMID AVENUE 		APT. F-3	BRENTWOOD	PA	15227	54782	Complaint Housing	MULTI FAMILY	40	NON EMERGENCY	46
HCE-20150727-4874	157519	924  OAKMONT  		#2	OAKMONT	PA	15139	55253	Complaint Housing	PROPERTY TYPE N/A	0	NON EMERGENCY	130
HCE-20160204-1863	158264	801-813  RUSSELLWOOD AVENUE 			STOWE TOWNSHIP	PA	15136	54626	Community Environment	MULTI FAMILY	2	NON EMERGENCY	88
HCE-20160217-1958	158266	803  RUSSELLWOOD AVENUE 			STOWE TOWNSHIP	PA	15136	54626	Community Environment	MULTI FAMILY	19	NON EMERGENCY	88
HCE-20150602-4017	158844	111  WESTMORE DRIVE 			MARSHALL TOWNSHIP	PA	15090	54110	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	88
HCE-20150402-3071	159081	108  ZARA STREET 			PITTSBURGH	PA	15210	33001	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	46
HCE-20160219-1981	159144	533  MT PLEASANT ROAD 		APT 10005	PITTSBURGH	PA	15214	32609	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	88
HCE-20151203-6420	159145	801  RUSSELLWOOD AVENUE 			STOWE TOWNSHIP	PA	15136	54626	Complaint Housing	PROPERTY TYPE N/A	0	NO HEAT	88
HCE-20160211-1926	159150	2143  RHINE STREET 		APT. 1C	PITTSBURGH		15212	32620	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	88
HCE-20160104-1013	159430	1310  SINGER PLACE 		APT 2	WILKINSBURG	PA	15221	55612	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	62
HCE-20160307-2081	159432	1828  MONTIER STREET 			WILKINSBURG	PA	15221	55614	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	62
HCE-20160307-2082	159433	1830  MONTIER STREET 			WILKINSBURG	PA	15221	55615	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	62
HCE-20151120-6335	159434	1020  PENN AVENUE 		APT 3	WILKINSBURG	PA	15221	55610	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	62
HCE-20160407-2337	159628	400  AGATHA STREET 		APT 2 F	PITCAIRN	PA	15140	55220	Complaint Housing	MULTI FAMILY	3	NO HEAT	15
HCE-20160303-2065	159636	464  AIRBRAKE AVENUE 			WILMERDING	PA	15148	55080	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	15
HCE-20151127-6376	159686	912  3RD STREET 			MCKEES ROCKS	PA	15136	55739	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	41
HCE-20160324-2208	159687	1810  RIDGE AVENUE 			CORAOPOLIS	PA	15108	54507	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	41
HCE-20160222-1986	159890	609  PENN AVENUE 		APT# 306	PITTSBURGH	PA	15222	30201	Complaint Housing	PROPERTY TYPE N/A	0	NON EMERGENCY	41
HCE-20160405-2301	159894	108  IOWA STREET 			PENN HILLS	PA	15147	55658	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	130
HCE-20160329-2235	159926	2405  BEDFORD AVENUE 		#416	PITTSBURGH	PA	15219	30501	Complaint Housing	MULTI FAMILY	40	NON EMERGENCY	4
HCE-20160504-2531	159932	2700  CENTRE AVENUE 		# 59	PITTSBURGH	PA	15219	30510	Complaint Housing	MULTI FAMILY	20	NON EMERGENCY	4
HCE-20150825-5378	159972	301 1/2 S WINEBIDDLE STREET 		APT. 1	PITTSBURGH	PA	15224	50806	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	3
HCE-20160720-3665	162115	120  CYPRESS HILL DRIVE 			PENN HILLS	PA	15235	55658	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	130
HCE-20160715-3616	162198	5335  PENN AVENUE 			PITTSBURGH	PA	15224	31017	Community Environment	MULTI FAMILY	2	NON EMERGENCY	15
HCE-20160727-3759	162200	403  A STREET 			MONROEVILLE	PA	15146	55717	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	15
HCE-20160122-1758	162202	113  BESSEMER AVENUE 			EAST PITTSBURGH	PA	15112	55100	Complaint Housing	SINGLE FAMILY	0	NO HEAT	15
HCE-20160901-4214	162255	1124  FOREST GREEN DRIVE 			MOON TOWNSHIP	PA	15108	54516	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	41
HCE-20160902-4227	162364	2215  VODELI STREET 			PITTSBURGH	PA	15216	31920	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	151
HCE-20160902-4224	162365	2211  VODELI STREET 			PITTSBURGH	PA	15216	31920	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	151
HCE-20151023-6094	156799	331  PARK AVENUE 	A/ K/ A BROADVIEW BOULEVARD		HARRISON TOWNSHIP	PA	15065	54012	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	1
HCE-20160317-2169	158746	7959  STEUBENVILLE PIKE 			NORTH FAYETTE TOWNSHIP	PA	15126		Complaint Housing	MULTI FAMILY	2	SEWAGE	41
HCE-20151005-5873	158748	206  MCCOY ROAD 			STOWE TOWNSHIP	PA	15136	54621	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	41
HCE-20151127-6376	158749	912  3RD STREET 			MCKEES ROCKS	PA	15136	55739	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	41
HCE-20160212-1936	158750	1500  BRIGHTON PLACE 			PITTSBURGH	PA	15212	32503	Complaint Housing	MULTI FAMILY	20	NON EMERGENCY	41
HCE-20160212-1934	158751	1500  BRIGHTON PLACE 		# 206	PITTSBURGH	PA	15212	32503	Complaint Housing	PROPERTY TYPE N/A	0	NON EMERGENCY	41
HCE-20150727-4874	160468	924  OAKMONT  		#2	OAKMONT	PA	15139	55253	Complaint Housing	PROPERTY TYPE N/A	0	NON EMERGENCY	130
HCE-20160518-2680	160657	617  KIRKPATRICK STREET 		#2	PITTSBURGH	PA	15219	30501	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	4
HCE-20160527-3149	160659	542  THIRD AVENUE 			TARENTUM	PA	15084	54035	West Nile	SINGLE FAMILY	0	NON EMERGENCY	4
HCE-20160526-2758	160664	2028  MONONGAHELA AVENUE 		APT#8	SWISSVALE	PA	15218	55153	Complaint Housing	MULTI FAMILY	8	NON EMERGENCY	4
HCE-20160524-2736	160665	7818  SAINT LAWRENCE AVENUE 			SWISSVALE	PA	15218		Community Environment	VACANT PROPERTY	0	NON EMERGENCY	4
HCE-20160516-2662	160667	1113  SOLES STREET 			MCKEESPORT	PA	15132	55509	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	4
HCE-20160408-2344	160685	418  ALICE STREET 			PITTSBURGH	PA	15210	33001	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	46
HCE-20160422-2452	161172	1232  BUENA VISTA STREET 			PITTSBURGH	PA	15212	32206	Community Environment	MULTI FAMILY	2	NON EMERGENCY	41
